X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume),% Truck,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date
348803.086,5019506.072,RICHARDSON SIDE RD @ TERRY FOX DR,22907,3.41%,9,4,2017-Nov-23
351408.617,5021708.49,RICHARDSON SIDE RD/TERON RD @ STEACIE DR,12074,3.29%,54,4,2017-Nov-27
351408.617,5021708.49,RICHARDSON SIDE RD/TERON RD @ STEACIE DR,40617,2.03%,51,8,2017-Nov-02
357617.2347,5020614.688,RICHMOND RD @ 141 S OF ROBERTSON RD/TOWNHALL,5562,4.09%,240,1,2017-Mar-08
357623.9057,5020336.272,RICHMOND RD @ 170 S OF KIMBERLEY RD/OUR LADY O,4206,4.46%,230,0,2017-Mar-08
359492.6699,5023528.506,RICHMOND RD @ BELLFIELD ST/RIDGEVALLEY DR,16759,3.30%,193,27,2017-May-25
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,12514,2.48%,72,81,2017-Aug-03
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,14085,2.65%,53,63,2017-Apr-25
361181.6811,5026041.53,RICHMOND RD @ HARTLEIGH AVE,14302,2.56%,48,13,2017-Nov-16
358137.6589,5021086.484,RICHMOND RD @ LYNHAR RD/STAFFORD RD,37087,2.51%,413,2,2017-Mar-08
358329.3019,5021226.531,RICHMOND RD @ NORTHSIDE RD E,36058,2.36%,254,1,2017-Mar-08
357581.5159,5020752.206,RICHMOND RD @ ROBERTSON RD,35071,2.54%,167,4,2017-Mar-08
357391.6419,5014373.423,RICHMOND RD @ STEEPLE HILL CRES N,7617,3.98%,3,0,2017-Feb-02
357873.657,5020928.482,RICHMOND RD @ STINSON AVE,34068,2.51%,300,3,2017-Mar-08
368282.7479,5032274.584,RIDEAU ST @ WALLER ST,11250,26.83%,4123,64,2017-May-09
372212.703,5002825.334,RIDEAU VALLEY DR E @ ROGER STEVENS DR E,9319,6.89%,1,7,2017-Jun-08
367641.6511,5014851.188,RIVER RD @ 175 N OF EARL ARMSTRONG/LOBLAWS SC,15510,1.93%,46,3,2017-Mar-28
368027.9872,5021766.397,RIVERSIDE DR @ 175 S OF HUNT CLUB  RD/RUNWAY C,29997,1.94%,56,30,2017-Apr-20
369937.566,5029316.745,RIVERSIDE DR @ SMYTH RD NORTH SIDE RAMP,37557,2.79%,29,4,2017-Nov-29
369788.4449,5028997.976,RIVERSIDE DR @ SMYTH RD SOUTH SIDE RAMP,41879,2.72%,11,1,2017-Nov-21
357395.654,5020645.48,ROBERTSON RD @ VANIER RD,32437,2.26%,229,2,2017-Mar-08
356395.6471,5020053.474,ROBERTSON RD @ WESTCLIFFE RD,24447,2.85%,98,2,2017-Mar-08
364429.6951,5029195.558,ROSS AVE @ SPENCER ST,1915,1.71%,279,96,2017-Nov-09
373569.7321,5029260.55,RUSSELL RD S @ ST. LAURENT BLVD,28302,8.55%,133,7,2017-Apr-11
373145.731,5028668.546,SAUNDERSON DR @ PLEASANT PARK RD,7784,2.40%,184,102,2017-Jun-15
361779.6841,5026185.531,SAVILLE ROW @ WOODROFFE AVE,18564,2.99%,292,1,2017-Mar-22
385921.0271,5036745.674,SCALA AVE @ JANET WAY W/MARKWICK CRES W,2129,3.93%,165,10,2017-Sep-07
385958.3819,5036518.235,SCALA AVE @ NEWCARLISLE CRES E,1917,3.61%,100,3,2017-Sep-07
364205.694,5029269.559,SCOTT ST @ WESTERN AVE,13227,3.27%,384,366,2017-May-25
385018.76,5038145.571,SHEENBORO CRES @ VARENNES BLVD,4048,3.96%,105,38,2017-Sep-20
372464.726,5030105.559,SHELLEY AVE @ RUSSELL RD,10862,3.77%,92,75,2017-Jun-14
368496.6951,5015566.401,SHORELINE DR N @ SPRATT RD,7954,3.01%,480,4,2017-Nov-30
371120.7219,5029136.553,SMYTH RD @ SOUTH HAVEN PL/GENERAL HOSPITAL ENTRANCE W,27078,3.27%,225,51,2017-Apr-11
378063.9359,5006581.978,SNAKE ISLAND RD @ STAGECOACH RD,8882,10.96%,0,3,2017-Jun-08
369281.8049,5010280.53,SOUTH ISLAND PARK DR N @ SOUTH RIVER DR N,886,2.77%,4,18,2017-May-16
369229.646,5010210.676,SOUTH RIVER DR N @ VAN VLIET RD N,1476,4.55%,57,21,2017-May-16
369794.7211,5025316.524,SOUTHMORE DR @ THORNDALE DR,1213,5.00%,106,21,2017-May-16
378029.6219,5035847.979,ST. JOSEPH BLVD @ 500 E OF HART RD,24169,1.10%,8,6,2017-Apr-19
379164.983,5036154.126,ST. JOSEPH BLVD @ FOREST VALLEY DR/YOUVILLE DR,27328,1.88%,51,56,2017-May-10
376558.7449,5035054.248,ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY,30133,5.05%,174,39,2017-May-10
384682.754,5039285.582,ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD,25615,3.44%,62,23,2017-Apr-26
372169.8902,5032287.153,ST. LAURENT BLVD @ 125 N OF QUEEN MARY ST/ZELL,31990,4.49%,642,15,2017-Apr-11
372305.7211,5031951.574,ST. LAURENT BLVD @ COVENTRY RD/OGILVIE RD,52270,4.06%,1483,257,2017-Jun-01
373751.734,5028417.543,ST. LAURENT BLVD @ JOLIFFE ST,15784,2.77%,145,11,2017-Apr-11
367666.914,5032462.365,ST. PATRICK ST @ SUSSEX DR,20172,4.77%,2811,403,2017-May-09
368427.7041,5033069.591,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,37563,1.84%,559,280,2017-Sep-20
368427.7041,5033069.591,ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR,35517,1.79%,593,231,2017-May-18
367832.0959,5033871.926,STANLEY AVE @ SUSSEX DR,20731,1.86%,399,500,2017-May-31
355540.1321,5017642.012,STEEPLE CHASE DR @ PINE HILL DR,2961,3.94%,61,43,2017-Sep-19
349665.583,5014034.428,STITTSVILLE MAIN ST @ HOBIN ST/WILDPINE CRT,20348,3.85%,176,8,2017-May-04
355950.3959,5016619.151,STONEHAVEN DR @ STONEMEADOW DR,10035,3.43%,280,63,2017-Jun-07
363748.0292,5014681.665,STRANDHERD DR @ 215 W OF GREENBANK RD/BARRHAVE,29039,3.66%,82,1,2017-Apr-25
383971.2751,5035032.233,STRASBOURG ST @ CHINIAN ST/MONTARGIS CIRC,1887,4.05%,131,0,2017-Jan-25
367962.7101,5028116.548,SUNNYSIDE AVE @ BRONSON PL/SLOAN AVE,5839,4.10%,264,138,2017-Jun-28
383640.9751,5036900.456,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT,35571,2.46%,351,17,2017-May-09
352293.6211,5020788.481,TERON RD @ PARKWAY (THE)/PENFIELD DR S,14465,3.83%,224,9,2017-Dec-06
350061.2781,5019030.751,TERRY FOX DR @ 329 N OF CAMPEAU DR/SIGNATURE C,24345,3.12%,12,3,2017-Dec-06
351269.7181,5018181.775,TERRY FOX DR @ PALLADIUM DR/KATIMAVIK RD,51551,2.78%,110,6,2017-Nov-23
349384.6419,5022954.034,TERRY FOX DR N @ FLAMBOROUGH WAY/INNOVATION DR,19717,3.12%,177,14,2017-Apr-11
350623.4789,5018915.729,TERRY FOX DR S @ DIDSBURY RD/CENTRUM KANATA SC,42281,2.97%,73,3,2017-Dec-06
386797.0729,5036714.239,TRIM RD @ MILLENNIUM BLVD,8991,8.37%,42,0,2017-Feb-22
363399.5189,5028777.84,TWEEDSMUIR AVE @ SCOTT ST,9797,4.74%,2150,58,2017-Mar-28
357327.546,5019851.918,TYRRELL PL @ MOODIE DR,17425,3.20%,246,1,2017-Mar-08
365193.7,5022948.504,VIEWMOUNT DR @ MERIVALE RD,41365,3.48%,689,3,2017-Mar-22
378723.7299,5037475.6,VINEYARD DR @ VOYAGEUR DR,1591,3.40%,34,4,2017-Apr-11
363990.9289,5021426.115,WEST HUNT CLUB RD @ 354 E OF WOODROFFE AVE/REC,34627,3.16%,26,2,2017-Jan-12
367107.709,5022081.498,WEST HUNT CLUB RD @ ANTARES DR/LASER ST,42030,3.83%,62,32,2017-Apr-20
371909.723,5030369.562,WEYBURN ST @ CORONATION AVE,3233,5.83%,80,48,2017-Nov-09
363235.12,5028474.902,WHITBY AVE @ WINONA AVE,1197,1.10%,119,25,2017-May-25
374716.4811,5020250.206,WHITE ALDER AVE @ KELLY FARM DR,1468,17.25%,90,0,2017-Mar-02
365576.6981,5016707.451,WOODROFFE AVE @ CLARIDGE DR/STONEWAY DR N,32139,2.34%,194,1,2017-Mar-02
366327.1189,5014853.406,WOODROFFE AVE @ CRESTHAVEN DR/PAUL METIVIER,7452,3.54%,157,12,2017-May-25
365885.6989,5015940.445,WOODROFFE AVE @ DEERFOX DR/STONEWAY DR,26744,2.51%,139,2,2017-Mar-02
361909.6841,5025370.524,WOODROFFE AVE @ GEORGINA DR/LENESTER AVE,31640,2.00%,317,6,2017-Mar-22
365727.6981,5016328.448,WOODROFFE AVE @ QUEENSBURY DR/RIDEAUCREST DR,26229,2.09%,365,31,2017-Apr-20
